GeneID	Length	accepted_hitsCHS1.bam	accepted_hitsCHS2.bam	accepted_hitsFHS1.bam	accepted_hitsFHS2.bam	accepted_hitsCC1.bam	accepted_hitsCC2.bam	accepted_hitsFC1.bam	accepted_hitsFC2.bam
E3F4B5EC95CF03564201A4CD2BD491DC	102	0	0	0	0	0	0	0	0
7D7FAD0B8408D9A8B08A8CD1C37F8024	4252	13	8	29	39	102	94	111	86
0EF95BABBB56248197CDAD54C5618EB0	655	768	426	880	1015	984	1209	1064	1161
FD63751A5CEDF820B5FEF4B4586A8F92	1853	107	62	90	115	158	151	132	139
8771E80278177E33CF6626378152E057	2743	108	64	91	115	160	154	132	138
D32AB5CE130F38F6838ECA31C3D43666	2033	109	62	90	115	159	151	133	136
F288A2984139A094CFA7B2D8E10E017E	2946	109	64	91	115	161	154	133	138
06120B552D61A6ACD95919F7D7220D3E	1694	107	62	90	115	158	151	132	139
7A0046F892B6FD946FEB9D9FD4427736	994	9161	5737	14763	10376	1874	11049	4343	11666
035915E62CA0D748DD9ACDC8DCF673D5	974	0	0	0	0	0	0	0	0
37A5D0E115A21FE1827DAD142B81ED35	696	21162	15363	24678	33566	24474	34096	24171	30723
3992C50F65DFB3973CADA487B8957E92	519	21162	15363	24678	33566	24474	34096	24171	30723
18DB26201AA0696419C18634DD24903B	1093	21162	15362	24677	33565	24480	34109	24172	30729
EC692AE02880B5C2E95C477DE48077E3	100	0	0	0	1	0	2	0	1
6F0D526D4A0F79400E92E99C84663EDD	783	45	21	60	78	136	77	116	110
950585392D84113C2086100FBC68FA8F	2442	394	352	379	607	610	673	532	602
7351C318EE0DD6BBE70752DFE43F6201	402	0	0	0	0	1	0	1	0
5CCCBF7D15A254A21B58E289B5F2AD1C	1171	2188	1288	1891	2428	2511	2973	1854	2442
F9506BAC32C954236086B5D8CDD98627	871	2188	1288	1891	2428	2511	2973	1854	2442
745BB23A066553D8D436F246BD647828	1679	2188	1288	1891	2428	2511	2973	1854	2442
597044A281BD4C11F21278342F8F21E3	1511	2188	1288	1891	2428	2511	2973	1854	2442
97721E89DC7C0BF87268401986256879	2218	6	2	7	13	8	4	7	10
08E1D99371937171A572F04BA7375569	2146	6	2	7	13	8	4	7	10
97401F89BF6E65930D2F5889E28B2EE1	1061	44	41	58	81	99	135	103	149
165459038593E517A383A298B4B698AB	921	106	100	155	188	314	242	232	407
1094EED0296CBAE1D2EAE54557A4C0D3	1857	0	0	0	0	0	0	0	0
6704AFF37D7C142D557C6B1BCB562587	1811	0	0	0	0	0	0	0	0
422343DFF1606F5941DBFB44E326D257	1706	0	0	0	0	0	0	0	0
729404010B58603680CF01CECCD30893	3544	346	324	341	577	692	433	397	547
978A7EFE8BB37F63C86F420F167CFED1	3586	346	324	341	574	684	432	396	545
73685E2B488FB807E772D127AB939317	5362	602	481	647	929	945	687	612	891
1F167455613C182C46A7525CEFF38E13	5627	622	510	685	961	972	709	636	924
A1349DEA867F6A1CE3991CD58C88AF89	7205	476	424	487	753	799	557	489	705
F435C7E52E41614E1C57186E3EFAF4DB	4241	352	247	419	514	422	354	308	497
142B62C2D1B4F825718103C083EB7617	4601	206	159	223	310	245	205	160	276
9AE33D7DE79DFBA3A6F96166FA8D93D4	771	0	0	0	0	0	0	0	0
F4C042C39124490A135AE1193A81D23E	1982	0	0	0	0	0	0	0	0
BAA344E028F6BCCE7474C8BB5AC4BAD5	1899	0	0	0	0	0	0	0	0
AC68C8E4D6CAAF5C4D729713CF15E625	1705	0	0	0	0	0	0	0	0
740796BB138D46360813A00C664B8543	1838	0	0	0	0	0	0	0	0
D8CA21D02D4F0E769E9A4008064C5BE2	3067	0	0	0	0	0	0	0	0
8D935D2F5D89FDB1E9C0342C0A3810B5	1830	0	0	0	0	0	0	0	0
8FC1694854F4B748C94B70F9D4101111	2472	0	0	0	0	0	0	0	0
E1E950DE33D0CFA2DC5CA5D6BE944082	1935	0	0	0	0	0	0	0	0
B5BD81A9D9BA49CFAA24607BFA956CCB	3036	0	0	0	0	0	0	0	0
01A1DDE18888BF43CF241DC8734011EA	2312	0	0	0	0	0	0	0	0
EA40EFFEE6AAD0FBD80802EC6EE96A6B	2436	0	0	0	0	0	0	0	0
DEBB22B2B110930E9B4B19DEAE4F51DB	1479	0	0	0	0	0	0	0	0
5116D91F4F7BE5BCEC39DC07B65C3F9E	2278	0	0	0	0	0	0	0	0
BAA9345F2811E200D7C242835FFC1A17	1866	0	0	0	0	0	0	0	0
023890C91616D5FDAC96276014A32CD8	1951	0	0	0	0	0	0	0	0
46BB5ED4E28AA7E4A98F5D53CE2BA5D4	2118	0	0	0	0	0	0	0	0
69933C2463B29DC18E727BF6700B6424	2965	0	0	0	0	0	0	0	0
12CA3281C250E1C78ED397656ECD30F3	1788	0	0	0	0	0	0	0	0
E5FE407E1934FF599A8A3A19F52ED0D7	1396	0	0	0	0	0	0	0	0
05A93179BB48BA365E7D35927EA1CE91	1741	0	0	0	0	0	0	0	0
4D070BE34A39C2B807683981C1677A0F	6341	602	432	653	712	562	431	410	431
7092DBA9DA896EFE87A97F6966473CE1	5179	542	397	602	643	513	399	380	388
C9D1A2363E180F4502C3A007227A9D45	5822	602	432	653	712	562	431	410	431
0548765371C43865177AC4D7A4A2AE48	4533	486	380	532	548	455	377	363	376
CB564DD3C0192BF18686876FADBAFCB6	5788	601	432	653	712	562	431	410	431
90F526CE87EC969F138FFF30439D7310	6274	601	432	653	712	562	431	410	431
3E8AA4D37AC86E169A51D3D9DDB52E6A	6352	602	432	653	712	562	431	410	430
033406562AABA578EA5A0E01C5BEC500	5795	542	397	602	643	513	399	380	388
D45FC227D736CA36311D648A594262D6	5226	541	397	599	643	513	399	380	388
6E3A416AA4045D76D149A1ED8E8A2606	5868	542	397	602	643	513	399	380	388
DA2D2780FA0EA3E050B42AC63D9D637A	5541	542	397	602	643	513	399	380	388
AF3DB7982D31ACEDB62C4A67D5B329E3	1075	152	100	140	192	247	321	198	248
AA70E3EA9225F52EACC1C9172123A10B	2280	1536	86	412	82	1781	109	864	312
422D865AC97E8FB938ED5DD1B1F049B0	3306	1536	86	412	82	1781	109	864	312
CAC213E58094F2B57C50FCD1E86D7C4A	3054	446	317	560	792	479	612	426	489
3E820706F77ECE957606CCFFFCB9149A	593	508	176	432	326	972	632	609	548
2BC5A0DEC1193A769BBB72C1A74EE9A3	912	517	290	504	682	840	763	655	709
0642FC6D725071526838B738156337BF	1029	517	290	505	683	842	764	659	709
C39975CF8C543A7F2B8C482FDBAC2914	1081	1214	856	1212	1665	1578	1824	1378	1427
DD77A31B5BA8955926C96492BEC340F2	1261	1212	857	1211	1665	1573	1821	1376	1424
860D823FB78C0FD3193AA2FC9F6E1D5A	1457	1212	860	1211	1666	1575	1825	1376	1425
C2BAF55F2B42373C06F8BBFA58E9419D	1390	1096	665	1085	1429	1396	1579	1191	1234
66A6F142F67B36389CAF2FA6A48D2CFD	1432	0	0	1	0	0	0	1	1
5CA5386E4949E6E1ADCB1E5215D05B7C	1971	0	0	0	0	0	0	0	0
DF0B355B6DABBD96C5CACF9723C0740D	6904	0	0	0	0	0	0	0	0
B37D66522CBE37459F278484A3C5021C	1287	108	32	81	70	635	118	228	130
62177BE94E2BA5F0BF5A26232A3ABD8F	750	16	5	16	3	166	12	66	3
B0D9DFE2127D44DE3F8BA09769923006	651	1007	530	1422	1403	1284	866	1121	1056
84338BCE2C52378725528ED258E1B0BB	763	2	4	1	59	39	0	1	32
B92A5A8FF7D219D4C19E819BAC687806	860	2	4	1	59	39	0	1	33
C876FFA1A62AB6E8750674CE06ED733B	1050	678	314	453	517	1751	1397	832	573
0302BDE24051CEC98735FC3B07E501A3	900	0	0	0	0	1	0	0	1
C33CAFC647068E5B2134E820E8CF636B	1699	0	2	0	0	2	8	5	6
CEC88A83C691609060D3852A908B8E3A	1961	0	0	0	0	0	0	0	0
FD7420636EA56223816592C5D7B6DEAF	2898	0	0	0	0	0	0	0	0
73381111C5956413610A7C9E5012265D	5621	151	103	128	327	555	362	423	522
E744E6435EAF42EAB3AC328EBAA46EBD	8252	230	152	202	431	699	487	547	667
E34953CC7D64E08F74D2FB5705715452	8234	232	153	203	436	707	488	549	677
52424A68ED9B93A3BB68507902DC7543	8384	232	153	203	434	707	488	549	677
17C251D5A7FEA0E3CAD1293D5C162E64	1740	164	97	131	329	238	393	171	539
F8F2BD60196D1B15B1D373350D771B16	1718	0	0	0	0	93	1	0	2
FF1E8228C09CCEC80B0E89CFCD343228	753	1	0	1	14	64	2	3	5
83AF055EDC1B075EF236BC52BEE3324C	900	108	16	18	56	42	376	444	75
D22D395F8C8EED78297AC454E816BD87	1886	158	23	30	94	54	600	699	117
B041DBF374BC0237A0EC148CB78AF5C6	654	37513	24696	36721	48922	33190	44966	29922	36888
2F1F909D1312EDAADBBBB66C0CC303DA	1475	37513	24696	36721	48922	33191	44966	29923	36888
E8A90B8426E4136F6E539C808FC81C34	3032	3608	1857	2469	3085	2857	5688	3364	3961
C45FE14AF847CABDE622422C914F154E	2659	3608	1857	2469	3085	2858	5685	3365	3961
BFE9B2C9DAEBB6227005A42D400F499B	2448	3607	1856	2469	3082	2845	5675	3355	3950
D79B1E52EE73385104901828F8A550E1	750	25	38	42	83	288	73	101	113
2EF0B36E638B4CD71C930017DD2581FD	755	46948	32986	50443	66537	54344	67104	43850	55609
14646E26258935F01FBB1E8957F6C27D	1215	46948	32986	50443	66537	54344	67104	43850	55609
675933F7FCD8BD7EC220CA33FF002793	5953	1	1	0	0	39	1	0	2
60D538CEB1226E6635155029A2BBEC3F	6201	1	1	0	0	40	1	0	2
C7692A0BBB1B8AEB3ED238E44ACF0D6D	5642	1	1	0	0	38	1	0	2
D3185E893AE0201A9710F6D07C4D3775	2883	1	0	0	0	18	1	0	2
F74E5742C587F7CEC29C5C6561C621EF	3442	1	0	0	0	20	1	0	2
0C7D6E06AEB3F5CE0B960B84C62656CB	1161	20	0	2	1	33	2	68	5
6AB58381CD360542004ECD06AF461FAA	5960	1571	975	2026	2243	2277	2372	2428	2779
46B01178FBB26263E05F3BBAA5572A50	5281	1571	975	2026	2243	2277	2372	2428	2779
806F8BBE94EAF67C5B50936AF66FD1A4	5153	1521	954	1951	2145	2189	2295	2343	2668
6E7655C4F8C34F06AEE41CFCCF9D87EA	1278	1	0	0	0	1	1	0	1
2A69B978EABAA8FD7E9A91FD99DE5B2E	2962	2	0	0	0	2	1	1	1
4180AA5D48989C3507DC4FD9B7D13B13	4355	125	169	146	212	122	253	186	141
6CCBA4B7EEF5DA387AA855340493FB0A	3779	125	168	145	209	119	241	183	137
E37817F1E746C20E251008E19667C3A2	3955	125	168	146	211	120	245	183	139
D8D02705F20FCAE7267F383380039DD3	3705	125	168	146	211	120	245	183	139
FF171724AFBFCC933281887C2D77E1DD	1287	0	0	0	0	0	0	0	0
13C56B2FE290BB4FCBB68BCC4CE6E6F7	3700	783	65	77	104	276	307	244	194
BE20422EA6AC81F15C63A616678F3420	4534	780	64	76	103	275	302	239	194
04161A60AE62FDEFE2C489020D055FF9	4606	779	64	77	103	274	297	236	193
B39141CC7A1091191416B7DE45BB94FA	6171	780	64	76	103	275	302	239	194
CE07DF7462A0B886148514F8676EA1E5	7045	703	215	430	291	1691	307	604	261
E328BE464BD008584E82517F61A90124	6992	703	215	430	291	1691	307	604	262
3B925A4182F1CAF2A1AE3C838E730722	950	0	0	0	0	0	0	0	0
E4D0B0D3334BC95C8DE47C92EA68A1B0	777	259	85	230	172	288	283	273	274
38EB980FF172EAEAC14EA5FBC696D5D3	1362	89	14	9	32	18	69	14	20
EB93FBF2297CE765E73BC59A6C63A470	1501	89	14	9	32	18	69	14	20
16ED76D1AEAAFCFCF8DF4D5D3B2BBAA9	1148	0	0	1	1	5	1	0	0
5962770800A2C46A30ED6A2FC68984EA	1590	198	1	0	1	18	16	22	1
6BC30E9DBF4B808B310CC982B2857553	1587	198	1	0	1	18	16	22	1
7A0896850AE96DD437AB85F35BB1F8B9	3914	1019	801	701	904	946	720	613	643
97B45517AD532D24F0300865F2233E2D	3277	860	669	566	761	840	617	510	532
A089880646259ADDF580FE80D4FF3296	4901	1063	846	722	933	1020	769	648	674
D18F0BA848DD8A57B71C5F49FABAAC65	3551	1019	801	701	904	946	720	613	643
69ACF35C48EACBFBDEE54A0BA0D31F7C	2308	152	79	134	219	285	251	306	291
1EBC0915ADE1B04A30B16D875BF96085	2665	183	98	173	285	372	329	397	371
1639A77FAF99C92B760585955B0148FA	1101	78	54	75	86	85	72	74	94
732557D4C68A3389FADC6D3B21A58C36	3821	792	713	788	1023	978	1301	874	1149
46B37ACD00EF900DD27B1D4644817FCC	4462	1018	860	1006	1285	1168	1588	1050	1440
D17C89FE4382DC605BEAFDCF0B4BA05E	4597	1019	860	1006	1286	1169	1588	1052	1444
F75C899ACB3675C4437D8480D0080016	4342	990	833	973	1236	1127	1533	1019	1372
4EEEB246C64EF6E0BB8FAEB905EDDF37	4426	990	833	973	1236	1127	1533	1019	1375
0815B19B8C58713178D423A690BBC0F9	4499	989	833	973	1235	1126	1533	1017	1371
385C073FDBAB629C84CD4E18B15ED640	4754	1018	860	1006	1285	1168	1588	1050	1443
7D6F09A2763B0CA574C4D24A47CDD268	4724	1022	863	1008	1289	1171	1591	1053	1443
086E821EDFB6121BE434A84B11EF0352	5142	909	770	897	1160	1051	1448	950	1277
B26AFD88DB544B3DED108CD4670A1865	3992	821	740	821	1073	1020	1356	907	1218
147C9401182F614A5A011EF5FD1AB675	4375	989	833	973	1235	1126	1533	1017	1374
E34231048F9F2AEB6BC59FA9CC32ECA2	4043	822	740	821	1074	1021	1356	909	1219
51EBDAAE52514157F70DF119F128EBF5	3872	793	713	788	1024	979	1301	876	1150
AA5F03B0722D77D9CA1C015249048FBE	2587	0	2	1	11	7	80	21	3
D484EB5F5C46C15C2D61E85549B5C9D4	2935	0	3	1	11	7	81	22	4
B6110C355685D75DC44032B4BF72A073	2712	0	3	1	11	7	80	22	4
99F518F7B60A68C8B7D83954A5B8DC6A	1666	0	0	1	2	0	11	1	0
FF97A6BFA186B591DDF027A246ACDC11	1688	98	0	0	3	36	27	67	3
56F84972D8B42744C330BC60340BEFCD	6019	544	373	551	473	504	571	653	586
39C43691CFA2E2BAAD6CD9E3EAB18E8D	6366	551	385	559	480	512	577	658	592
4B1D937A9DAF1FE98146598D1F4EB412	4116	542	367	543	469	490	560	624	570
2DE6191C1118C87FAB3D1C8653DC787E	4428	549	378	546	474	492	564	628	574
5242AD2B3A66545E66D1AFA885DBF5ED	6123	551	384	554	478	506	575	657	590
AA5E42FB0CA708A3F1875407094E0C63	4384	549	378	546	474	492	564	628	574
321E90939507AC6CB6F2525BB57377D2	4288	542	367	543	469	490	560	624	570
A3A5376661A6EC1075962536B2942607	4227	542	367	543	469	490	560	624	570
72E54347CF6A6CB7303845BB568E810E	4596	549	379	551	476	498	566	629	576
092D0F7524012D01ABCC2184496BFF9A	4478	549	378	546	474	492	564	628	574
6C039E02FD3670CF12018DF464389D9D	4333	549	378	546	474	492	564	628	574
704C43ADF121F227858BA179896FC311	6193	551	384	554	478	506	575	657	590
1784B3761EA9AC8636EE834126F73292	1225	204	97	185	219	318	332	286	236
6CAC10149A0EEA934F6C756D3BF6DB01	969	143	153	290	192	318	421	383	232
F82E666A59AA33AE3C6CB9B58FDD8A6B	2424	201	101	223	261	267	253	254	225
FD9CD3F371A930AB9B44E47AB6A7E0AB	738	177	79	184	195	167	54	161	164
F493F556405E3EF83396F1F9A65C15F2	2320	186	88	223	235	217	72	215	218
6BC669661A933EED5C0A6EDD47BD21B3	1264	0	0	1	2	0	11	1	0
AA0954DBB8C8F2A7323E2BA3DF64E4B1	474	144	89	131	134	161	103	88	119
B8F4A3DE1DAE2B6C54D31B015447F4A0	420	403	195	393	546	939	1076	882	987
2E0F48C1A0EC676D58C0106DB10B4858	2368	19	0	2	5	9	8	5	5
FE415217755B500D276610037CA0F5BA	2427	14	0	0	0	3	1	0	0
222223CE70BE15E05C7CD491BBC82454	963	14	0	0	0	3	1	0	0
01BD222981B3BE81A93C0535F5AAA3D2	1110	602	333	686	725	589	746	492	604
F5AF7786D8A65D298B65E9D3B343842D	1305	29	21	19	30	27	27	25	41
F9BAC4B5EE2D52067FEA7DC78FEA5F63	1896	3	5	3	1	24	10	12	34
E634089F7DD5ACA363FCBBD04BF8563E	1738	0	0	0	1	96	2	5	45
02A18226867262DA044FB9F589853264	1767	0	0	0	1	96	2	5	45
6BD389AE66CBED6AB4A14147A87E9FB1	2514	0	0	0	0	0	0	0	0
98AB38F618E7B121D985C905225C3651	2432	0	0	0	0	0	0	0	0
C9C6BE4696305B6C1500AB893EDDB8B8	351	622	298	685	676	685	810	633	812
11ABC77C5E39BC68120E2E67448E0526	4161	99	82	96	134	148	128	97	141
1AC3BCF088EEA6D04BC999693C648E8E	939	618	283	464	592	707	857	580	1047
287EC9ADAA5D054A58F7BD1CD82BB250	996	6259	2979	4437	4359	9388	8200	6208	6238
D4DFD4318F881E09C71DA5C93308D8B9	3775	33	30	38	49	106	54	45	53
D355FAA8F05DE9585225FA66134F6F06	2050	419	65	537	133	211	233	376	375
6A01944CBAEA842EF74970BA72A4E32F	1658	418	65	536	133	202	228	374	365
81D0B99E068D664271F87DC1438635C7	1800	0	2	1	1	3	0	1	3
EF896A01D76162AD99AB3E7DD08D44A0	1365	1358	513	999	967	1144	2565	1352	1649
1B30EDCB33546D20F2FCF75B29D8C7E2	873	19	22	25	27	49	21	31	50
7D68D03874016F292A524008F3F6DF19	5025	3	5	3	1	2	1	3	1
999F6F32414019873B663559A1DA5945	1005	418	160	340	448	726	678	655	623
B99EF4C7DE1486880634021CA3F8CA47	378	0	0	0	0	0	0	0	0
94E28938E3E201A55B6CC8B9134E2F7A	2989	1	0	0	0	83	3	0	5
EF144CE5BEE89E2F824AE3C8BA581A7C	4777	142	78	92	128	109	110	99	160
33BD91B55BDDFADED8486AC34F7147B4	1484	24	0	41	11	6	15	40	40
BE581D169768A5B87ED4B49AE2D8067B	1441	24	0	41	11	6	15	40	40
1DDDC4F867846A446BC00A60A8B47215	11008	291	199	245	271	468	521	367	406
9B63AC000F4E7B5124C47107ED4E0132	6895	207	106	157	181	244	268	197	249
D9A34C26A4B35FB8BB99260B76C48C16	11125	280	195	239	255	450	497	352	389
AF3D4C68E9F82B403BF612CD2E3CFB6B	5457	36	3	7	221	5284	124	347	2358
A65A07646ABBA3BBC910546019F40974	4354	36	3	7	217	5066	120	335	2230
992914501D300B6E0F4D20381284C8F8	6005	36	3	7	221	5287	124	347	2358
152297742C4F0123AF1E8D71ACA3561D	973	159	117	270	380	221	163	277	342
74CC053CB345CC06F2227DADA2904CFD	2574	24	9	23	42	78	47	62	50
AEF029CA4D5E1E358A871FE7902EAC79	2802	208	122	182	219	314	279	257	308
A063495C944E3CB961DA275A65406B9F	8319	295	174	234	283	429	372	348	372
2AA1152A907804D5856FC2A2EAD56A62	6650	264	145	215	255	381	324	290	339
1ABC5E84CFC2220DCB48B5960B36CDA4	5625	229	137	195	224	316	283	245	302
6CD69A90C7153B63FB86D2D5F42790C0	9599	295	174	234	284	429	372	348	372
AF3282B50A929DB63E30023CC796FE6C	6656	264	145	215	255	382	324	290	339
9A28DBDBF6B62A9D2114F20F21679F50	6620	256	144	208	249	367	315	279	329
322DBAB5D6995DE42CAC9E4009E9097E	4417	247	152	208	253	375	336	326	351
DE6DE24620E1CB640383B885FA718FA9	6572	264	145	215	255	381	324	290	339
9D285422D1BFC2AEED87E1CAD2083BF3	3595	0	1	0	0	1	0	0	0
42438C48DCC590A147194C561A894F21	5488	0	1	0	0	1	0	0	0
77BA68FE0578C17E65D7189A776321C6	2129	138	15	79	12	1963	213	591	50
FE1D97CAAFA2B9C5298939B8B31CF463	3349	137	15	79	12	1947	212	588	49
B07E75A1F40A4ACF4FF348F144D3CDCB	1731	113	15	71	10	1558	174	480	45
A8B42C0B1151B184B1A6B18D03D53397	2222	138	15	79	12	1963	213	591	50
50339B3AB952D62D200072BF7FBE692F	1812	0	0	0	0	0	0	0	0
2C5C8124EEC7E340005328AE20B203C1	9276	0	0	0	0	0	0	0	0
0E8B6D02CDB90F86EBBD5EA07454E0BF	2715	0	0	3	1	1	1	16	0
DF329D6546589A0540CB0EB80907E85F	3040	0	0	3	1	1	1	16	0
29CBEE343CD2CE9D9A246E0C838EFBB9	1730	3	0	15	3	17	0	25	1
3A5B9129F7F59123DD3339A58D4AFFDA	1736	27	0	21	3	21	0	36	3
DCB64E739D2DA66C514DA2E1A09FDA9D	1083	997	377	654	447	731	371	401	368
2E3C6270049DEE0B1BDE20C23F5978CB	5765	50	35	59	101	46	45	25	59
4D12527CCDB0539D6DDEEA2C00EFED2C	7129	57	45	70	118	54	58	29	66
90F4BB91ADFEA81A4F05574364DA724E	4178	42	25	46	72	42	30	20	42
FBF292E46F1CF423D4853DF43B136394	4731	49	13	1	16	46	15	17	14
1AA05CEC3639DE3E461389D1B3FC97B2	2436	232	167	233	331	380	377	265	287
65A84D9C660D94C74B3554577DF70FAB	1683	126	62	114	108	282	142	126	143
316112E1CBF0DE2F225068CB75BCA3BF	2923	892	853	952	1213	896	739	550	755
7FC61842711675EA25CE2695C22DE508	4993	892	856	952	1215	905	743	554	759
470982E147C2192AAF5B011E10F62559	2995	892	853	952	1213	896	739	550	755
6262978E2C876DD263F1306978545F26	5592	46	38	55	71	97	93	75	118
6183E16644E01D99B844E7AE9E9657A8	4288	2414	466	1974	438	3016	641	4172	882
9B7C3720FEB6EE0AFD6DAFB66DA07ACD	990	0	0	0	0	0	0	0	0
5EB39044DCDA320CC3B4B777CE05574B	2530	672	369	406	514	703	402	338	380
C932AE9082425CD48EFA89AF85C96B81	3708	1110	656	682	816	1340	733	738	654
0693CB813C4B00AB5F17ECFC9EE12C4A	4079	536	291	494	681	1147	815	612	707
1162B12BCB0C1E22CFF83B12379BD17A	1618	71465	60394	62336	82613	62158	133987	67125	87634
4C104CB242B245FA1AE93BEE8C06EF08	2123	57881	46134	48146	63383	43910	95494	47393	65708
8E5A6204C6F19F3F1B4D43E43389CAC1	4971	57896	46155	48173	63412	43924	95529	47447	65752
3C183CC721B1006B23780AF0593321CF	2209	71464	60388	62337	82610	62159	133985	67124	87641
08891226A79D94031BD7E2D2AD1A328A	1545	71464	60388	62335	82610	62158	133985	67124	87640
E128BA742CDA6BF0B490EB71F7B5765D	2635	0	0	0	0	12	6	10	0
1B4A8796C6F0E6C200A667A510410A63	2643	0	0	0	0	12	6	10	0
E684B13DEF6B40799039713FD807CEBD	607	0	0	0	0	2	1	0	0
EFBF4D95C02372E6AE0ACCD839B67FE9	1024	0	0	0	0	0	0	0	0
8F749F34617FF76D656D43DAF5DAE5E9	896	7	11	8	6	5	15	5	17
A86A65FD23FEC1ED2006CFFBC2435996	474	0	0	1	0	0	0	0	0
5546EBDCACA49FDD9B14B7732E350D0B	246	6692	3031	4281	3757	12327	7568	6643	6363
2BA630CA2C09CFE41A6A9CEC87F6DC80	4940	103	72	130	155	164	172	120	216
C6360DEDA2486F805CEADC63909E91AF	665	99	69	121	153	157	165	115	211
CE800D1D7D73E6D00374E8946DA1A917	902	103	71	128	154	161	170	117	213
F648AA2DBB245426274343938DD6EC80	1006	103	71	130	155	163	172	120	215
9653A4AF29CCFDB874235002E11EF66C	1032	856	416	717	786	2421	1113	1295	983
E63AC619E7E4789B966E36FE0403292C	1720	77	76	100	146	199	140	128	141
56586647C81E7838FCFE77C355537E94	3051	0	0	0	0	0	0	1	0
D99273461DC98581D77751EBB1445EFC	2304	31	30	57	77	123	120	108	127
EE0CB450F462001D00389CACD77B73B6	2010	5859	4331	5615	8522	11551	12007	8753	10908
51DE5FE1AC118076DC888DC68D562D22	1944	5852	4329	5607	8513	11537	11999	8739	10895
5B5341046A53533EF9C329AB2AFA4767	1947	5853	4329	5607	8514	11538	11999	8741	10895
5EF9600C6C1AEC5D01BA2A86901C4A31	1798	2137	1196	2500	1512	606	341	280	592
D10613BF087831515E653E9058BA7A36	1557	1	0	0	0	82	5	30	0
351867EBB34CF0E4774DEE106DF3B441	4030	1	2	8	9	4	0	8	2
6C9EABFC6A1915377DAF4C1954AFF124	2183	1	2	7	8	2	0	4	1
A2DA299BA59289E8811A3385D44FF59F	6710	29	36	47	44	27	62	102	101
FC65CAD6D91657D7268532DE258A5DC4	3784	0	0	0	0	0	0	0	0
720EA1675CB4717B7B9EE73BA10A88C6	11657	785	319	580	548	1329	849	938	808
A891965871E29F044433049BE2C2265E	14564	785	319	580	548	1329	850	939	809
BD2F846E255BFDC42723064ADBD11BAE	11751	785	319	580	548	1329	849	938	808
DF7616C545691BE1A4AD6D139FB27741	10633	784	317	578	546	1326	846	937	802
D746B65730463C86D6125691F4D9FA42	12573	785	319	580	548	1329	849	938	807
387B5A2DFB2B7C72D3CA3E99644B5C42	11319	784	317	578	546	1326	846	937	803
ABB950568AC662D11546EAB1058A45AF	11779	785	319	580	548	1329	849	938	808
A367C348D3A94004B7BDB1DAC22A8086	14658	785	319	580	548	1329	850	939	809
4F99D5C4339FCA1CA92BF9C2925F4ED6	11099	785	319	580	548	1329	849	938	807
BB42107F1591657F5C06BED29AD8B1B1	13369	784	317	578	546	1326	846	938	802
E6B12909C625E6D603B77269551ED3D2	14226	784	317	578	547	1326	849	938	804
0BF907D82A89A297E5BEBF34C08D6A21	714	3	0	0	1	5	0	4	6
3DB35F1E9B49818ACF1B350E2E4F32B5	654	321	215	289	310	268	350	264	329
7AC753B8BAA562095D5BEA63AA3F8FFB	1137	17	6	83	113	239	63	79	70
D6ABF1DB73F78CFDDFF9B17142E1AC8F	396	16	22	27	16	33	33	22	29
8E8BEDD4F7F88C45E361D4A71876FD3A	1902	62	51	65	74	113	78	64	101
B86BE975BA7DF279EE01C1BE35C192ED	2414	15	21	32	33	1053	98	195	84
C7EE7D7F9FFD9011DC8212D16539FC0A	2444	15	16	18	15	737	73	121	60
4C15A11A27B5CE771B8CDF94B2AD7609	4486	1	0	0	1	3	0	0	0
861B247CA70EC75BE1E91F3574D80FA2	1772	297	124	475	82	5411	745	1753	159
74422A1F8910EDCB1BA9C4F742340E8E	1709	297	124	475	82	5411	745	1753	159
9BB7A6FAE28FDE76DD062D3ADA908ACF	1691	297	124	475	82	5409	745	1753	159
2A6CDCF9B163B048D7359364B1DEF085	1812	5	0	1	3	33	5	7	7
AA98678201001F6D5ABB41672684CDE7	390	1430	1265	1715	1667	2013	2238	1457	2166
D4EA7B80C7B14D088BBB4C507FB5E8AE	1905	3240	1053	5629	2249	1706	1085	3418	1934
0DCBACA8A512AC0E12032C2620A0CF8F	1308	2375	788	3818	1589	1294	818	2375	1220
BF3DE1E99DE4B5341E5A342A6FC7FBC4	2277	1	1	1	4	15	3	0	2
F9BB19E29E8F5813DB6451E151B4F707	2252	1	1	1	4	15	3	0	2
A5ED6DE2A64405104AE11E8542139732	2205	1	1	1	4	15	3	0	2
FE0B9EA443052567BFC08954683FF40E	1013	0	0	0	0	0	0	0	0
BF99F03975B4B4DC7CC9643F96F0C7A5	4384	2	1	2	1	6	1	1	2
05AEC3AD0F43EE6F33FEB5386EE1126F	4578	2	1	2	1	6	1	1	2
8E3C7D1A733351E38F1C04B294E37EA9	2274	142	91	224	279	616	87	290	255
432974693B17A3456265FA4C9F1809E2	3536	142	91	224	279	616	87	290	256
25481A2DFF6D27F16F818E63C8E8FA97	4374	1061	609	735	728	1455	1330	1080	1161
CD23139FDD4DA3A8A6E13BFB5CA6A5F0	11024	0	0	0	0	0	0	0	0
A7DF889686BADB04CCB13FB34243FF8A	6628	0	0	0	0	0	0	0	0
25396E858342C59F8AC38EE7A4E9CF1F	4707	1	0	0	0	0	0	0	0
